kbaID,kbaURL,kbaTitle,kbaTitleLength,createdAgeInDays,updateAgeInDays,outdated,voteSum,voteCount,negativeVotes,kbaLabels,kbaLabelCount,imgCount,failedImages,externalImages,keyWordMatched
4406973169811,https://aura.support.neo4j.com/hc/en-us/articles/4406973169811-Can-you-customise-the-resources-of-Aura-instances-,Can you customise the resources of Aura instances ?,51,236,236,False,0,0,0,"resources, tuning, instance, giB, storage, memory, cpu, disk-space, disk, custom, resource, ram, tune, customize, customise, database",16,0,0,,
4406831932435,https://aura.support.neo4j.com/hc/en-us/articles/4406831932435--Writing-data-from-Snowflake-to-Neo4j-Aura-using-Apache-Spark, Writing data from Snowflake to Neo4j Aura using Apache Spark,61,238,238,False,0,0,0,"databricks, snowflake, snow flake, spark",4,0,0,,
4406830696083,https://aura.support.neo4j.com/hc/en-us/articles/4406830696083-Why-is-my-database-Paused-,Why is my database Paused ?,27,239,181,False,0,0,0,"PAUSE, stop, Aura Free, auraDB free, paused, stopped, dormant, inactive, resume, sleep, hibernate, hibernation",12,0,0,,database
4406663731603,https://aura.support.neo4j.com/hc/en-us/articles/4406663731603-Can-we-implement-our-own-full-text-custom-analyzer-in-Neo4j-Aura-,Can we implement our own full-text custom analyzer in Neo4j Aura ?,66,242,187,False,0,0,0,"aura enterprise, full-text, nlp, custom analyser, fulltext, custom jar, custom library, Neo4j Aura, analyser",9,0,0,,
4406580059283,https://aura.support.neo4j.com/hc/en-us/articles/4406580059283-How-to-make-GCP-billing-changes-,How to make GCP billing changes ?,33,243,3,False,1,1,0,"billing, account, gcp, market place, Google, google cloud",6,0,0,,
4406556618899,https://aura.support.neo4j.com/hc/en-us/articles/4406556618899-Using-HOP-1-2-to-stream-Neo4j-database-to-Neo4j-Aura-database,Using HOP 1.2 to stream Neo4j database to Neo4j Aura database,61,244,41,False,0,0,0,"import, etl, HOP, upload, local database, neo4j, Aura, transfer, streaming",9,15,0,,database
4406321328915,https://aura.support.neo4j.com/hc/en-us/articles/4406321328915-Is-creating-an-Aura-Free-database-possible-via-GCP-marketplace-,Is creating an Aura Free database possible via GCP marketplace ?,64,249,235,False,0,0,0,"gcp, free tier, create, Aura Free, punch-out, unavailable, create new free instances, Free, GCP",9,1,0,,database
4405748841747,https://aura.support.neo4j.com/hc/en-us/articles/4405748841747-What-are-the-GCP-rights-necessary-to-get-access-to-Aura-,What are the GCP rights necessary to get access to Aura?,56,260,207,False,0,0,0,"gcp, roles, IAM, market place, consumerprocurement, serviceusage, serviceUsageAdmin",7,0,0,,
4405625411731,https://aura.support.neo4j.com/hc/en-us/articles/4405625411731-Logging-Levels-and-Their-Meaning,Logging Levels and Their Meaning,32,262,223,False,0,0,0,"logging, log levels",2,0,0,,
4405119907859,https://aura.support.neo4j.com/hc/en-us/articles/4405119907859-Handling-SSL-errors-when-connecting-to-your-Aura-database,Handling SSL errors when connecting to your Aura database,57,271,105,False,0,0,0,"firewall, certificate, handshake, SSL, cipher",5,0,0,,database
4405111583507,https://aura.support.neo4j.com/hc/en-us/articles/4405111583507-Reducing-OOMs-OutOfMemory-errors-by-using-parameter-instead-of-literals,Reducing OOMs (OutOfMemory) errors by using parameter instead of literals,73,271,229,False,0,0,0,"merge, query, slow, params, parameters, OOM, outofmemory, literal",8,0,0,,database
4404760574739,https://aura.support.neo4j.com/hc/en-us/articles/4404760574739-Neo4j-AuraDB-Instance-Size-and-Price-details,Neo4j AuraDB Instance Size and Price details,44,278,3,False,0,0,0,"size, resize, cost, price",4,3,0,,
4404760366867,https://aura.support.neo4j.com/hc/en-us/articles/4404760366867-How-does-GraphQL-converts-the-queries-to-use-APOC-function-in-runtime,How does GraphQL converts the queries to use APOC function in runtime,69,278,245,False,0,0,0,"cypher, APOC, graphql, converstaion, function",5,0,0,,
4404760202259,https://aura.support.neo4j.com/hc/en-us/articles/4404760202259-How-to-set-runtime-in-GraphQL,How to set runtime in GraphQL,29,278,272,False,0,0,0,"slotted, interpreted, runtime, graphql",4,0,0,,
4404691095827,https://aura.support.neo4j.com/hc/en-us/articles/4404691095827-Connecting-to-Aura-with-Apache-Beam-GCP-DataFlow-,Connecting to Aura with Apache Beam (GCP DataFlow),50,280,196,False,0,0,0,"ssl, tls, dataflow, handshake, beam, apache beam, handshake_failure, AuraDB, Neo4j Aura, Neo4j AuraDB",10,0,0,,
4404341130003,https://aura.support.neo4j.com/hc/en-us/articles/4404341130003-OPTIONAL-MATCH-with-WHERE-,OPTIONAL MATCH with WHERE ,26,286,271,False,0,0,0,"cypher, optional match, filter, where",4,0,0,,
4404022359443,https://aura.support.neo4j.com/hc/en-us/articles/4404022359443-Performance-tuning-with-Neo4j-AuraDB,Performance tuning with Neo4j AuraDB,36,292,3,False,0,0,0,"performance, tuning, index, runtime, network, optimimum, optimising, improve, improving, explain, profile, profiling, workload, indexing, round-trip, latency, execution time",17,1,0,,
4403767944979,https://aura.support.neo4j.com/hc/en-us/articles/4403767944979-Slotted-runtime-error-The-target-slotted-execution-context-cannot-hold-the-data-to-copy-,"Slotted runtime error: ""The target slotted execution context cannot hold the data to copy""",90,298,297,False,0,0,0,"slotted, slotted runtime, bug, pipelined, interpreted, execution",6,0,0,,
4403731984531,https://aura.support.neo4j.com/hc/en-us/articles/4403731984531-Using-apoc-periodic-submit-with-Neo4j-Aura,Using apoc.periodic.submit() with Neo4j Aura,44,298,271,False,0,0,0,"session, apoc.periodic.submit(), timeout, SessionExpiredException",4,0,0,,database
4403315800339,https://aura.support.neo4j.com/hc/en-us/articles/4403315800339-Tuning-batchSize-for-bulk-deletes-of-nodes-and-relationships,Tuning batchSize for bulk deletes of nodes and relationships,60,306,306,False,0,0,0,"connection error, apoc.periodic.iterate, batchSize, bulk delete, deletes, smaller",6,0,0,,database
4403264939411,https://aura.support.neo4j.com/hc/en-us/articles/4403264939411-How-to-register-to-Aura-Console-,How to register to Aura Console ?,33,307,4,False,1,1,0,"auth, authentication, access, Login, aura console, register, registering, google auth, sign in, sign up, sign-in, sign-up, registration, log in, enrol, enrolment",16,4,0,,
4403232172819,https://aura.support.neo4j.com/hc/en-us/articles/4403232172819-Upgrading-from-Aura-3-5-to-Aura-4,Upgrading from Aura 3.5 to Aura 4,33,308,200,False,0,0,0,"upgrade, index, clone, migrate, migration, Aura 4, up-grade, aura4, cloning, AuraDB, auraDB, Neo4j Aura, Neo4j AuraDB",13,5,0,,database
4403023420051,https://aura.support.neo4j.com/hc/en-us/articles/4403023420051-how-to-use-quotes-when-writing-a-nested-cypher-statement,how to use quotes when writing a nested cypher statement,56,313,298,False,0,0,0,"cypher, nested, quote, single quote, double quote",5,0,0,,
4402983484819,https://aura.support.neo4j.com/hc/en-us/articles/4402983484819-How-to-verify-if-a-node-exist-or-not-node-existence-query-,How to verify if a node exist or not (node existence query)? ,61,314,248,False,0,0,0,"existence, exist, node",3,0,0,,database
4402721246483,https://aura.support.neo4j.com/hc/en-us/articles/4402721246483-What-does-Loading-Failed-status-on-my-AuraDB-Instance-mean-,What does Loading Failed status on my AuraDB Instance mean?,59,320,4,False,0,0,0,"push-to-cloud, console, loading, load, load dump, loading failed, database status, load snapshot, snapshot failed, management, monitoring, status, aura console, display",14,1,0,,database
4402679892627,https://aura.support.neo4j.com/hc/en-us/articles/4402679892627-Migrating-your-Neo4j-AuraDB-Free-Instance-to-another-AuraDB-tier-Pro-or-Enterprise-,Migrating your Neo4j AuraDB Free Instance to another AuraDB tier (Pro or Enterprise),84,321,3,False,0,0,0,"push-to-cloud, index, migration, free tier, Aura Free",5,6,0,,database
4402613544851,https://aura.support.neo4j.com/hc/en-us/articles/4402613544851-What-s-my-DB-ID-and-how-to-do-I-retrieve-it-,What's my DB ID and how to do I retrieve it?,44,322,41,False,0,0,0,"dbid, troubleshooting",2,2,0,,"database, dbid"
4402117248147,https://aura.support.neo4j.com/hc/en-us/articles/4402117248147-Does-Neo4j-Cypher-Suport-Optional-parameter-in-a-query-,Does Neo4j Cypher Suport Optional parameter in a query?,55,333,272,False,0,0,0,"cypher, query, parameter, optional parameter",4,0,0,,
4402057623187,https://aura.support.neo4j.com/hc/en-us/articles/4402057623187-Loading-locally-to-Neo4j-on-prem-with-a-database-Dump-from-Aura-,Loading locally to Neo4j (on-prem) with a database Dump from Aura ,66,334,323,False,0,0,0,"prerelease, pre-release, pre release, UnsupportedLogVersionException, Log file contains entries with prefix, This indicates that the log files originates from an older version of neo4j which we don't support migrations from, log files originates from an older version of neo4j, org.neo4j.kernel.impl.transaction.log.entry.UnsupportedLogVersionException, DbmsReconciler, Dump, neo4j-admin load, load dump",12,0,0,,database
4402033397011,https://aura.support.neo4j.com/hc/en-us/articles/4402033397011-Understanding-Neo4j-AuraDB-Memory-Usage,Understanding Neo4j AuraDB Memory Usage,39,335,160,False,0,0,0,,0,1,0,,"dbms, database"
4401993644947,https://aura.support.neo4j.com/hc/en-us/articles/4401993644947-nodes-deleted-Vs-nodes-physically-delete-from-hard-drive-Reclaim-unused-space-,nodes deleted Vs. nodes physically delete from hard drive (Reclaim unused space),80,336,245,False,0,0,0,"delete, neo4j-admin copy, space reclaim, defragmented",4,2,0,,database
1500013066801,https://aura.support.neo4j.com/hc/en-us/articles/1500013066801-Monitoring-a-Neo4j-Aura-Database-CPU-usage-,Monitoring a Neo4j Aura Database CPU usage %,44,341,192,False,1,1,0,"performance, aura, cpu, metrics, cpu usage, monitor",6,1,0,,database
1500012376402,https://aura.support.neo4j.com/hc/en-us/articles/1500012376402-Using-apoc-to-conditional-loading-large-scale-data-set-from-JSON-CSV-files,Using apoc to conditional loading large scale data set from JSON/CSV files,74,347,132,False,0,0,0,"apoc.periodic.iterate, apoc.load.json, JSON, conditional, load, apoc.do.case, CSV",7,0,0,,database
1500012408401,https://aura.support.neo4j.com/hc/en-us/articles/1500012408401-Errors-when-using-apoc-load-json-when-you-have-NULL-FALSE-TRUE-in-your-JSON-data-files,"Errors when using apoc.load.json() when you have NULL, FALSE, TRUE in your JSON data files",90,348,162,False,1,1,0,"apoc.load.json(), NULL, FALSE, TRUE, JSON",5,0,0,,database
1500012407821,https://aura.support.neo4j.com/hc/en-us/articles/1500012407821-using-cypher-shell-to-stream-cypher-statement-results-to-local-file-in-JSON-format,using cypher-shell to stream cypher statement results to local file in JSON format,82,348,271,False,0,0,0,"cypher-shell, stream, redirect, local filesystem, JSON",5,0,0,,
1500011497162,https://aura.support.neo4j.com/hc/en-us/articles/1500011497162-Loading-Data-into-Neo4j-Aura,Loading Data into Neo4j Aura,28,354,32,False,0,0,0,"How-To, Bulk Load",2,7,0,,database
1500011138861,https://aura.support.neo4j.com/hc/en-us/articles/1500011138861-Using-apoc-periodic-iterate-and-understanding-how-to-iterate-efficiently-within-your-graph,Using apoc.periodic.iterate and understanding how to iterate efficiently within your graph,90,357,207,False,0,0,0,"apoc.periodic.iterate(), mergeNodes, apoc.refactor.mergeNodes, deadlock",4,0,0,,database
1500011095321,https://aura.support.neo4j.com/hc/en-us/articles/1500011095321-Connecting-Neo4j-Aura-Database-From-Neo4j-Desktop-App,Connecting Neo4j Aura Database From Neo4j Desktop App,53,357,357,False,0,0,0,,0,4,0,,database
1500011041121,https://aura.support.neo4j.com/hc/en-us/articles/1500011041121-Will-you-host-Aura-next-to-my-geography-,Will you host Aura next to my geography ?,41,358,208,False,0,0,0,"china, india, Indonesia, pakistan, Brazil, Nigeria, Bangladesh, Russia, Mexico, Japan, Ethiopia, Philippines, Egypt, vietnam, Congo, Turkey, Iran, Germany, Thailand, UK, United Kingdom, france, italy, tanzania, south africa, myanmar, kenya, korea, colombia, spain, uganda, argentina, algeria, ukraine, poland, canada, morocco, saudi arabia, australia, zambia, tunisia, belgium, geography, region, closest region, suitable region, current offering",47,0,0,,
1500010678782,https://aura.support.neo4j.com/hc/en-us/articles/1500010678782-What-s-the-size-of-my-datastore-on-disk-,What's the size of my datastore on disk?,40,361,322,False,0,0,0,"datastore, disk-space, disk",3,2,0,,database
1500010676022,https://aura.support.neo4j.com/hc/en-us/articles/1500010676022-create-one-to-many-and-many-to-many-relationships-in-Cypher,create one-to-many and many-to-many relationships in Cypher,59,361,357,False,0,0,0,"cypher, create, relationship",3,1,0,,database
1500010261581,https://aura.support.neo4j.com/hc/en-us/articles/1500010261581-Upgrading-your-Aura-subscription-tier-to-Aura-Enterprise-,Upgrading your Aura subscription tier to Aura Enterprise ,57,364,363,False,0,0,0,"aura enterprise, tier, aura pro, aura professional",4,0,0,,
1500010083322,https://aura.support.neo4j.com/hc/en-us/articles/1500010083322-Working-in-teams-on-your-AuraDB-Instance,Working in teams on your AuraDB Instance,40,364,3,False,0,0,0,"cypher-shell, Bloom, administration, console, browser, administrator, access control, admin, team, group, tribe, RBAC, roles, colleague, coworker, co-worker",16,0,0,,"database, dbid"
1500009247301,https://aura.support.neo4j.com/hc/en-us/articles/1500009247301-Failed-To-Load-Large-Dataset-with-err-msg-SessionExpired-WebSocket-connection-failure-,Failed To Load Large Dataset: with err msg: SessionExpired: WebSocket connection failure.,89,371,362,False,0,0,0,"LOAD CSV, loading, apoc.load.json, Periodic iterate",4,1,0,,database
1500008852081,https://aura.support.neo4j.com/hc/en-us/articles/1500008852081-Can-I-install-neosemantics-n10s-in-my-Aura-,Can I install neosemantics n10s in my Aura ?,44,375,361,False,0,0,0,"plugin, n10s, neosemantics, n-triples, RDF, neosemantic, n10, triple, SHACL, json-ld, Trig, N-quads, owl, skos, rdfs",15,0,0,,
1500007929561,https://aura.support.neo4j.com/hc/en-us/articles/1500007929561-How-can-I-tell-if-I-am-logged-into-Neo4j-AuraDB-Enterprise-console-,How can I tell if I am logged into Neo4j AuraDB Enterprise console ?,68,383,49,False,0,0,0,"console, enterprise, banner",3,1,0,,
1500007691701,https://aura.support.neo4j.com/hc/en-us/articles/1500007691701-Does-Aura-free-tier-support-push-to-cloud-,Does Aura free tier support push-to-cloud?,42,385,355,False,0,0,0,"cloud, push-to-cloud, free tier, Cloud, free",5,2,0,,database
1500007644602,https://aura.support.neo4j.com/hc/en-us/articles/1500007644602-Aura-console-access-to-team-of-users,Aura console access to team of users,36,386,350,False,0,0,0,"administration, console, administrator, admin, team, group, tribe, RBAC",8,0,0,,
1500006693902,https://aura.support.neo4j.com/hc/en-us/articles/1500006693902-Push-to-cloud-fails-with-command-failed-Active-logical-log-detected-this-might-be-a-source-of-inconsistencies-,"Push-to-cloud fails with ""command failed: Active logical log detected, this might be a source of inconsistencies.""",114,393,3,False,0,0,0,"push-to-cloud, start database in single mode, perform clean shutdown, active logical log, fails to load",5,0,0,,database
1500006539321,https://aura.support.neo4j.com/hc/en-us/articles/1500006539321-Aura-Enterprise-cannot-logon-to-the-console-as-my-access-has-experired,Aura Enterprise: cannot logon to the console as my access has experired,71,394,368,False,0,0,0,"enterprise, expiry, access expirted, login expired, invite, welcome email, invitation, validity",8,0,0,,
1500006431221,https://aura.support.neo4j.com/hc/en-us/articles/1500006431221-Push-to-cloud-fails-to-load-older-version-of-Neo4j-dump-file-to-AuraDB,Push to cloud fails to load older version of Neo4j dump file to AuraDB,70,396,109,False,-1,1,-1,"push-to-cloud, dump, loading, migrate, migration, slow loading, Aura 3.6, Aura 4, AuraDB 3.5, AuraDB 4",10,0,0,,database
1500005812681,https://aura.support.neo4j.com/hc/en-us/articles/1500005812681-Why-am-I-being-billed-I-cancelled-my-account,Why am I being billed? I cancelled my account,45,402,3,False,0,0,0,"billing, cancel, cancel account, GB-hrs, invoice, usage, delete database",7,0,0,,
1500005593822,https://aura.support.neo4j.com/hc/en-us/articles/1500005593822-How-to-verify-access-to-Bloom-and-Browser-when-working-behind-a-firewall-,How to verify access to Bloom and Browser when working behind a firewall ?,74,404,3,False,0,0,0,"security, Bloom, firewall, ports, browser, bolt, 7474, 7687",8,0,0,,"database, dbid"
1500005219461,https://aura.support.neo4j.com/hc/en-us/articles/1500005219461-Can-I-install-upgrade-remove-a-plugin-in-Aura-,Can I install / upgrade / remove a plugin in Aura ?,51,407,387,False,-1,1,-1,"apoc, plugin, upgrade, nlp, Natural language processing, GDS, Data science, n10s, install, plug-in, uninstall, remove, downgrade",13,0,0,,database
1500004773941,https://aura.support.neo4j.com/hc/en-us/articles/1500004773941-How-to-operate-with-many-applications-connecting-to-my-aura-instance-using-the-driver-maximum-connections-,How to operate with many applications connecting to my aura instance using the driver  (maximum connections) ? ,111,411,202,False,0,0,0,"connection, threads, connection pool, dbms.connector.bolt.thread_pool_max_size, thread_pool_max_size, 400, AuraDB",7,0,0,,database
1500004216022,https://aura.support.neo4j.com/hc/en-us/articles/1500004216022-Does-Aura-support-an-HTTP-API-,Does Aura support an HTTP API ?,31,418,333,False,0,0,0,"HTTP, HTTPS, REST, CURL",4,0,0,,
360063818113,https://aura.support.neo4j.com/hc/en-us/articles/360063818113-Guidelines-when-submitting-issues-to-support-,Guidelines when submitting issues to support ,45,427,385,False,0,0,0,"URI, dbid, details, information for support",4,0,0,,"database, dbid"
