kbaID,kbaURL,kbaTitle,kbaTitleLength,createdAgeInDays,updateAgeInDays,outdated,voteSum,voteCount,negativeVotes,kbaLabels,kbaLabelCount,imgCount,failedImages,externalImages,keyWordMatched
4405111583507,https://aura.support.neo4j.com/hc/en-us/articles/4405111583507-Reducing-OOMs-OutOfMemory-errors-by-using-parameter-instead-of-literals,Reducing OOMs (OutOfMemory) errors by using parameter instead of literals,73,292,11,False,1,1,0,"merge, query, slow, params, parameters, OOM, outofmemory, literal",8,0,0,,
4404760574739,https://aura.support.neo4j.com/hc/en-us/articles/4404760574739-Neo4j-AuraDB-Instance-Size-and-Price-details,Neo4j AuraDB Instance Size and Price details,44,299,24,False,0,0,0,"size, resize, cost, price",4,3,0,,
4404760366867,https://aura.support.neo4j.com/hc/en-us/articles/4404760366867-How-does-GraphQL-converts-the-queries-to-use-APOC-function-in-runtime,How does GraphQL converts the queries to use APOC function in runtime,69,299,266,False,0,0,0,"cypher, APOC, graphql, converstaion, function",5,0,0,,
4404760202259,https://aura.support.neo4j.com/hc/en-us/articles/4404760202259-How-to-set-runtime-in-GraphQL,How to set runtime in GraphQL,29,299,293,False,0,0,0,"slotted, interpreted, runtime, graphql",4,0,0,,
4404691095827,https://aura.support.neo4j.com/hc/en-us/articles/4404691095827-Connecting-to-Aura-with-Apache-Beam-GCP-DataFlow-,Connecting to Aura with Apache Beam (GCP DataFlow),50,300,217,False,0,0,0,"ssl, tls, dataflow, handshake, beam, apache beam, handshake_failure, AuraDB, Neo4j Aura, Neo4j AuraDB",10,0,0,,
4404341130003,https://aura.support.neo4j.com/hc/en-us/articles/4404341130003-OPTIONAL-MATCH-with-WHERE-,OPTIONAL MATCH with WHERE ,26,307,292,False,0,0,0,"cypher, optional match, filter, where",4,0,0,,
4404022359443,https://aura.support.neo4j.com/hc/en-us/articles/4404022359443-Performance-tuning-with-Neo4j-AuraDB,Performance tuning with Neo4j AuraDB,36,313,24,False,0,0,0,"performance, tuning, index, runtime, network, optimimum, optimising, improve, improving, explain, profile, profiling, workload, indexing, round-trip, latency, execution time",17,1,0,,
4403767944979,https://aura.support.neo4j.com/hc/en-us/articles/4403767944979-Slotted-runtime-error-The-target-slotted-execution-context-cannot-hold-the-data-to-copy-,"Slotted runtime error: ""The target slotted execution context cannot hold the data to copy""",90,318,318,False,0,0,0,"slotted, slotted runtime, bug, pipelined, interpreted, execution",6,0,0,,
4403731984531,https://aura.support.neo4j.com/hc/en-us/articles/4403731984531-Using-apoc-periodic-submit-with-Neo4j-Aura,Using apoc.periodic.submit() with Neo4j Aura,44,319,11,False,0,0,0,"session, apoc.periodic.submit(), timeout, SessionExpiredException",4,0,0,,
4403315800339,https://aura.support.neo4j.com/hc/en-us/articles/4403315800339-Tuning-batchSize-for-bulk-deletes-of-nodes-and-relationships,Tuning batchSize for bulk deletes of nodes and relationships,60,327,327,False,0,0,0,"connection error, apoc.periodic.iterate, batchSize, bulk delete, deletes, smaller",6,0,0,,database
4403232172819,https://aura.support.neo4j.com/hc/en-us/articles/4403232172819-Upgrading-from-Aura-3-5-to-Aura-4,Upgrading from Aura 3.5 to Aura 4,33,329,221,False,0,0,0,"upgrade, index, clone, migrate, migration, Aura 4, up-grade, aura4, cloning, AuraDB, auraDB, Neo4j Aura, Neo4j AuraDB",13,5,0,,database
4403023420051,https://aura.support.neo4j.com/hc/en-us/articles/4403023420051-how-to-use-quotes-when-writing-a-nested-cypher-statement,how to use quotes when writing a nested cypher statement,56,334,319,False,0,0,0,"cypher, nested, quote, single quote, double quote",5,0,0,,
4402983484819,https://aura.support.neo4j.com/hc/en-us/articles/4402983484819-How-to-verify-if-a-node-exist-or-not-node-existence-query-,How to verify if a node exist or not (node existence query)? ,61,335,11,False,0,0,0,"existence, exist, node",3,0,0,,
4402721246483,https://aura.support.neo4j.com/hc/en-us/articles/4402721246483-What-does-Loading-Failed-status-on-my-AuraDB-Instance-mean-,What does Loading Failed status on my AuraDB Instance mean?,59,340,24,False,0,0,0,"push-to-cloud, console, loading, load, load dump, loading failed, database status, load snapshot, snapshot failed, management, monitoring, status, aura console, display",14,1,0,,
4402679892627,https://aura.support.neo4j.com/hc/en-us/articles/4402679892627-Migrating-your-Neo4j-AuraDB-Free-Instance-to-another-AuraDB-tier-Pro-or-Enterprise-,Migrating your Neo4j AuraDB Free Instance to another AuraDB tier (Pro or Enterprise),84,341,11,False,0,0,0,"push-to-cloud, index, migration, free tier, Aura Free",5,6,0,,database
4402613544851,https://aura.support.neo4j.com/hc/en-us/articles/4402613544851-What-s-my-DB-ID-and-how-to-do-I-retrieve-it-,What's my DB ID and how to do I retrieve it?,44,343,11,False,0,0,0,"dbid, troubleshooting",2,2,0,,
4402117248147,https://aura.support.neo4j.com/hc/en-us/articles/4402117248147-Does-Neo4j-Cypher-Suport-Optional-parameter-in-a-query-,Does Neo4j Cypher Suport Optional parameter in a query?,55,354,293,False,0,0,0,"cypher, query, parameter, optional parameter",4,0,0,,
4402057623187,https://aura.support.neo4j.com/hc/en-us/articles/4402057623187-Loading-locally-to-Neo4j-on-prem-with-a-database-Dump-from-Aura-,Loading locally to Neo4j (on-prem) with a database Dump from Aura ,66,355,343,False,0,0,0,"prerelease, pre-release, pre release, UnsupportedLogVersionException, Log file contains entries with prefix, This indicates that the log files originates from an older version of neo4j which we don't support migrations from, log files originates from an older version of neo4j, org.neo4j.kernel.impl.transaction.log.entry.UnsupportedLogVersionException, DbmsReconciler, Dump, neo4j-admin load, load dump",12,0,0,,database
4402033397011,https://aura.support.neo4j.com/hc/en-us/articles/4402033397011-Understanding-Neo4j-AuraDB-Memory-Usage,Understanding Neo4j AuraDB Memory Usage,39,356,18,False,0,0,0,,0,1,0,,database
4401993644947,https://aura.support.neo4j.com/hc/en-us/articles/4401993644947-nodes-deleted-Vs-nodes-physically-delete-from-hard-drive-Reclaim-unused-space-,nodes deleted Vs. nodes physically delete from hard drive (Reclaim unused space),80,357,266,False,0,0,0,"delete, neo4j-admin copy, space reclaim, defragmented",4,2,0,,database
1500013066801,https://aura.support.neo4j.com/hc/en-us/articles/1500013066801-Monitoring-a-Neo4j-AuraDB-Instance-CPU-usage-,Monitoring a Neo4j AuraDB Instance CPU usage %,46,362,7,False,1,1,0,"performance, aura, cpu, metrics, cpu usage, monitor",6,1,0,,database
1500012376402,https://aura.support.neo4j.com/hc/en-us/articles/1500012376402-Using-apoc-to-conditional-loading-large-scale-data-set-from-JSON-or-CSV-files,Using apoc to conditional loading large scale data set from JSON or CSV files,77,368,7,False,0,0,0,"apoc.periodic.iterate, apoc.load.json, JSON, conditional, load, apoc.do.case, CSV",7,0,0,,
1500012408401,https://aura.support.neo4j.com/hc/en-us/articles/1500012408401-Errors-when-using-apoc-load-json-when-you-have-NULL-FALSE-TRUE-in-your-JSON-data-files,"Errors when using apoc.load.json() when you have NULL, FALSE, TRUE in your JSON data files",90,369,7,False,1,1,0,"apoc.load.json(), NULL, FALSE, TRUE, JSON",5,0,0,,
1500012407821,https://aura.support.neo4j.com/hc/en-us/articles/1500012407821-using-cypher-shell-to-stream-cypher-statement-results-to-local-file-in-JSON-format,using cypher-shell to stream cypher statement results to local file in JSON format,82,369,292,False,0,0,0,"cypher-shell, stream, redirect, local filesystem, JSON",5,0,0,,
1500011497162,https://aura.support.neo4j.com/hc/en-us/articles/1500011497162-Loading-Data-into-Neo4j-Aura,Loading Data into Neo4j Aura,28,375,7,False,0,0,0,"How-To, Bulk Load",2,7,0,,database
1500011138861,https://aura.support.neo4j.com/hc/en-us/articles/1500011138861-Using-apoc-periodic-iterate-and-understanding-how-to-iterate-efficiently-within-your-graph,Using apoc.periodic.iterate and understanding how to iterate efficiently within your graph,90,378,7,False,0,0,0,"apoc.periodic.iterate(), mergeNodes, apoc.refactor.mergeNodes, deadlock",4,0,0,,
1500011095321,https://aura.support.neo4j.com/hc/en-us/articles/1500011095321-Connecting-Neo4j-AuraDB-Instance-From-Neo4j-Desktop-App,Connecting Neo4j AuraDB Instance From Neo4j Desktop App,55,378,7,False,0,0,0,,0,4,0,,
1500011041121,https://aura.support.neo4j.com/hc/en-us/articles/1500011041121-Will-you-host-Aura-next-to-my-geography-,Will you host Aura next to my geography ?,41,378,229,False,0,0,0,"china, india, Indonesia, pakistan, Brazil, Nigeria, Bangladesh, Russia, Mexico, Japan, Ethiopia, Philippines, Egypt, vietnam, Congo, Turkey, Iran, Germany, Thailand, UK, United Kingdom, france, italy, tanzania, south africa, myanmar, kenya, korea, colombia, spain, uganda, argentina, algeria, ukraine, poland, canada, morocco, saudi arabia, australia, zambia, tunisia, belgium, geography, region, closest region, suitable region, current offering",47,0,0,,
1500010678782,https://aura.support.neo4j.com/hc/en-us/articles/1500010678782-What-s-the-size-of-my-datastore-on-disk-,What's the size of my datastore on disk?,40,382,7,False,0,0,0,"datastore, disk-space, disk",3,2,0,,
1500010676022,https://aura.support.neo4j.com/hc/en-us/articles/1500010676022-create-one-to-many-and-many-to-many-relationships-in-Cypher,create one-to-many and many-to-many relationships in Cypher,59,382,7,False,0,0,0,"cypher, create, relationship",3,1,0,,
1500010261581,https://aura.support.neo4j.com/hc/en-us/articles/1500010261581-Upgrading-your-Aura-subscription-tier-to-Aura-Enterprise-,Upgrading your Aura subscription tier to Aura Enterprise ,57,384,384,False,0,0,0,"aura enterprise, tier, aura pro, aura professional",4,0,0,,
1500010083322,https://aura.support.neo4j.com/hc/en-us/articles/1500010083322-Working-in-teams-on-your-AuraDB-Instance,Working in teams on your AuraDB Instance,40,385,7,False,0,0,0,"cypher-shell, Bloom, administration, console, browser, administrator, access control, admin, team, group, tribe, RBAC, roles, colleague, coworker, co-worker",16,0,0,,dbid
1500009247301,https://aura.support.neo4j.com/hc/en-us/articles/1500009247301-Failed-To-Load-Large-Dataset-with-err-msg-SessionExpired-WebSocket-connection-failure-,Failed To Load Large Dataset: with err msg: SessionExpired: WebSocket connection failure.,89,392,7,False,0,0,0,"LOAD CSV, loading, apoc.load.json, Periodic iterate",4,1,0,,
1500008852081,https://aura.support.neo4j.com/hc/en-us/articles/1500008852081-Can-I-install-neosemantics-n10s-in-my-Aura-,Can I install neosemantics n10s in my Aura ?,44,396,11,False,1,1,0,"plugin, n10s, neosemantics, n-triples, RDF, neosemantic, n10, triple, SHACL, json-ld, Trig, N-quads, owl, skos, rdfs",15,0,0,,
1500007691701,https://aura.support.neo4j.com/hc/en-us/articles/1500007691701-Does-Aura-free-tier-support-push-to-cloud-,Does Aura free tier support push-to-cloud?,42,406,7,False,0,0,0,"cloud, push-to-cloud, free tier, Cloud, free",5,2,0,,database
1500007644602,https://aura.support.neo4j.com/hc/en-us/articles/1500007644602-Aura-console-access-to-team-of-users,Aura console access to team of users,36,406,371,False,0,0,0,"administration, console, administrator, admin, team, group, tribe, RBAC",8,0,0,,
1500006693902,https://aura.support.neo4j.com/hc/en-us/articles/1500006693902-Push-to-cloud-fails-with-command-failed-Active-logical-log-detected-this-might-be-a-source-of-inconsistencies-,"Push-to-cloud fails with ""command failed: Active logical log detected, this might be a source of inconsistencies.""",114,413,24,False,0,0,0,"push-to-cloud, start database in single mode, perform clean shutdown, active logical log, fails to load",5,0,0,,database
1500006431221,https://aura.support.neo4j.com/hc/en-us/articles/1500006431221-Push-to-cloud-fails-to-load-older-version-of-Neo4j-dump-file-to-AuraDB,Push to cloud fails to load older version of Neo4j dump file to AuraDB,70,416,130,False,-1,1,-1,"push-to-cloud, dump, loading, migrate, migration, slow loading, Aura 3.6, Aura 4, AuraDB 3.5, AuraDB 4",10,0,0,,database
1500005812681,https://aura.support.neo4j.com/hc/en-us/articles/1500005812681-Why-am-I-being-billed-I-cancelled-my-account,Why am I being billed? I cancelled my account,45,423,24,False,0,0,0,"billing, cancel, cancel account, GB-hrs, invoice, usage, delete database",7,0,0,,
1500005593822,https://aura.support.neo4j.com/hc/en-us/articles/1500005593822-How-to-verify-access-to-Bloom-and-Browser-when-working-behind-a-firewall-,How to verify access to Bloom and Browser when working behind a firewall ?,74,425,24,False,0,0,0,"security, Bloom, firewall, ports, browser, bolt, 7474, 7687",8,0,0,,"database, dbid"
1500005219461,https://aura.support.neo4j.com/hc/en-us/articles/1500005219461-Can-I-install-upgrade-remove-a-plugin-in-Aura-,Can I install / upgrade / remove a plugin in Aura ?,51,427,408,False,-1,1,-1,"apoc, plugin, upgrade, nlp, Natural language processing, GDS, Data science, n10s, install, plug-in, uninstall, remove, downgrade",13,0,0,,database
1500004773941,https://aura.support.neo4j.com/hc/en-us/articles/1500004773941-How-to-operate-with-many-applications-connecting-to-my-AuraDB-Instance-using-the-driver-maximum-connections-,How to operate with many applications connecting to my AuraDB Instance using the driver  (maximum connections) ? ,113,432,7,False,0,0,0,"connection, threads, connection pool, dbms.connector.bolt.thread_pool_max_size, thread_pool_max_size, 400, AuraDB",7,0,0,,
1500004216022,https://aura.support.neo4j.com/hc/en-us/articles/1500004216022-Does-Aura-support-an-HTTP-API-,Does Aura support an HTTP API ?,31,439,353,False,0,0,0,"HTTP, HTTPS, REST, CURL",4,0,0,,
360063818113,https://aura.support.neo4j.com/hc/en-us/articles/360063818113-Guidelines-when-submitting-issues-to-support-,Guidelines when submitting issues to support ,45,448,7,False,0,0,0,"URI, dbid, details, information for support",4,0,0,,dbid
360063582733,https://aura.support.neo4j.com/hc/en-us/articles/360063582733-Aura-Java-requirements,Aura Java requirements,22,454,431,False,0,0,0,,0,0,0,,
1500003161121,https://aura.support.neo4j.com/hc/en-us/articles/1500003161121-Connecting-to-Aura-with-Databricks,Connecting to Aura with Databricks,34,454,454,False,0,0,0,"ssl, encryption, SecurityException, databricks",4,0,0,,
